-6.099850944608e-01		-1.644333713868e+00		 1.532075978496e+00		-2.804911036757e-01		-2.478893817350e+00		 3.663649437190e-01		
-7.056044956047e-01		-3.501276869175e-01		-1.151384590335e+00		 7.942858281741e-01		 1.350892760473e+00		-3.282159492310e+00		
 3.456368948629e+00		 1.947290606559e+00		 6.086777818671e+00		 4.252600403982e+00		 8.885690175777e-01		 6.289048581089e-01		
-1.244866710552e-01		-2.104950177083e+00		 2.123766649914e+00		-1.216948818242e-01		 5.854591049213e-01		-3.480471499935e-01		
 2.526544371956e+00		-3.319961376932e+00		-1.520621062472e+00		 1.133044074931e-01		 9.776573892813e-02		 1.720802015834e+00		
 3.684779398112e+00		-1.495557164924e+00		-1.468971720977e+00		 1.291911385538e+00		-1.497646447049e-01		 1.013492699565e+00		
-5.481936828761e-01		-1.056088915296e+00		 1.492589315845e-02		 8.331059273944e-01		 1.148143981538e+00		-5.341835508160e-01		
-1.750515173306e+00		 3.918762006582e-01		 8.397478760448e-01		 1.011280742454e+00		-6.251666332419e-01		-2.057767178478e+00		
 1.323139726497e+00		 8.628131348262e-01		-1.227009255433e+00		 4.777618352554e-01		 2.063533012281e-01		 3.737376056714e-01		
-1.738183341151e+00		 8.273127737046e-01		 6.633959469830e-01		 1.653858159069e+00		-1.388048448120e+00		-2.942955520299e+00		
 1.140108800533e+00		 2.195827902578e+00		 2.536680996825e+00		-1.727797703890e+00		-6.300298359239e-01		-2.900922010725e-01		
 3.223488935374e-01		-2.939388379300e-01		-1.743423804973e+00		 1.835119522108e+00		 6.189594304166e-01		-1.224804832884e-01		
-1.091461374320e+00		-5.781063115823e-01		 3.673726546682e+00		 2.432676987735e-01		-1.181503473606e+00		 1.472416678121e+00		
-2.594655562207e+00		 5.414948900967e-01		-3.738172745828e+00		-1.000454400635e+00		 1.409879419708e-01		 4.698733277512e-01		
 5.602623681078e-01		-7.952383270968e-01		 4.963038410019e-01		 2.259940841831e-01		-1.705784114345e+00		 1.023020203777e+00		
 6.378390886961e-01		 3.512587060685e-01		-1.114518568650e+00		-4.743423788190e-01		-4.326388738332e+00		-2.318170575794e+00		
-2.942965837260e+00		-3.949032914648e-01		 9.212373429520e-01		-1.010638520654e+00		 1.024984641167e+00		 1.888091855777e+00		
-1.170444903333e+00		-5.957781849492e-01		-6.529659843627e-01		 1.520145268719e+00		 5.074107012290e-01		-1.881537302975e+00		
 8.381847354407e-02		 6.157509664041e-03		-3.951100705343e-01		 1.298498886117e+00		 3.464090496923e+00		 5.408478269753e-01		
 9.264097844396e-01		-3.123589899820e+00		-2.708919852723e+00		 1.149205950161e+00		-3.122763382013e-02		 8.617197232870e-01		
-4.898379067291e-01		 1.029928323242e+00		 6.206122320023e-01		-1.284565357190e+00		 1.027256972899e+00		-6.279511912016e-01		
-1.559413524179e+00		-3.676233274452e-01		 2.116542311988e-01		-2.379962738505e-01		 1.645874149762e+00		-4.177583922389e-01		
 3.751854778249e-01		-1.231747955455e+00		 2.377084240886e+00		-1.272369058821e-02		-3.285767992578e-01		-2.886759558823e-01		
-1.049047787165e+00		 9.517594978026e-01		 4.564289729842e-01		-5.511987436891e-01		-4.986404760392e-01		-4.999394474512e-01		
 2.466165551384e-01		-7.419779987384e-02		-9.957955330093e-02		-1.219232490962e+00		-9.404408891116e-01		-1.196345782896e+00		
-2.492616831020e+00		 1.329573821307e+00		-4.457644113502e-02		-1.821112385196e+00		 7.928265097346e-02		-5.245229031070e+00		
 7.654622219046e-01		 3.814144183159e-01		 1.408738069029e+00		 5.986247132228e-01		-9.282907413262e-01		 1.416364831080e+00		
-5.522799549902e-01		 1.732804211993e+00		-2.674244184522e+00		-1.843800999817e+00		-5.511197612349e-01		 2.155005457659e+00		
-1.318233205951e+00		 2.339299598868e-01		 4.174826118910e-01		 3.730375429008e+00		-1.414712446030e+00		-6.952479960151e-01		
-4.915170634461e-02		 3.958686327452e-01		 5.298670620287e+00		 1.068861360015e+00		 8.674416672191e-02		-3.596589792914e-01		
 5.239018362099e+00		-1.299141074943e+00		-7.247805177892e-01		 2.288303209359e-01		 8.624790716420e-01		-2.646463766965e-01		
