 6.677363681441e-01		 1.430000000000e+02		
 8.496580848527e-01		 1.390000000000e+02		
 1.031579801561e+00		 1.390000000000e+02		
 1.202824956035e+00		 1.420000000000e+02		
 1.374070110508e+00		 1.420000000000e+02		
 1.538322143994e+00		 1.440000000000e+02		
 1.706058512138e+00		 1.430000000000e+02		
 1.860000902023e+00		 1.470000000000e+02		
 1.993940624601e+00		 1.530000000000e+02		
 2.105512400258e+00		 1.600000000000e+02		
 2.195674177323e+00		 1.670000000000e+02		
 2.274001082346e+00		 1.710000000000e+02		
 2.329466862700e+00		 1.790000000000e+02		
 2.368447633435e+00		 1.850000000000e+02		
 2.391469602685e+00		 1.910000000000e+02		
 2.393975873597e+00		 1.990000000000e+02		
 2.381629567302e+00		 2.050000000000e+02		
 2.352495113240e+00		 2.120000000000e+02		
 2.302572445755e+00		 2.210000000000e+02		
 2.232691474568e+00		 2.300000000000e+02		
 2.145714821006e+00		 2.380000000000e+02		
 2.038159131197e+00		 2.480000000000e+02		
 1.912779772024e+00		 2.570000000000e+02		
 1.775861439209e+00		 2.630000000000e+02		
 1.631395793283e+00		 2.670000000000e+02		
 1.472168927723e+00		 2.750000000000e+02		
 1.302150276331e+00		 2.810000000000e+02		
 1.125064369470e+00		 2.850000000000e+02		
 9.410097086881e-01		 2.890000000000e+02		
 7.535067583764e-01		 2.910000000000e+02		
 5.608755579811e-01		 2.940000000000e+02		
 3.648545140931e-01		 2.960000000000e+02		
 1.722233136977e-01		 2.940000000000e+02		
-1.699490416237e-02		 2.920000000000e+02		
-1.975773287682e-01		 2.870000000000e+02		
-3.675959801610e-01		 2.810000000000e+02		
-5.322478537323e-01		 2.780000000000e+02		
-6.896532236523e-01		 2.740000000000e+02		
-8.378502301792e-01		 2.690000000000e+02		
-9.785564598983e-01		 2.650000000000e+02		
-1.113570028505e+00		 2.620000000000e+02		
-1.233078478740e+00		 2.540000000000e+02		
-1.342646243698e+00		 2.490000000000e+02		
-1.440018282095e+00		 2.430000000000e+02		
-1.524889669388e+00		 2.370000000000e+02		
-1.596939841375e+00		 2.310000000000e+02		
-1.646862508860e+00		 2.210000000000e+02		
-1.678349908441e+00		 2.130000000000e+02		
-1.697960265017e+00		 2.080000000000e+02		
-1.712739666138e+00		 2.060000000000e+02		
-1.710233395226e+00		 1.990000000000e+02		
-1.684586748033e+00		 1.900000000000e+02		
-1.640171141179e+00		 1.830000000000e+02		
-1.570540107512e+00		 1.740000000000e+02		
-1.486330781700e+00		 1.690000000000e+02		
-1.387105312338e+00		 1.640000000000e+02		
-1.278648811556e+00		 1.610000000000e+02		
-1.163942229392e+00		 1.590000000000e+02		
-1.030002506815e+00		 1.530000000000e+02		
-8.828169765133e-01		 1.490000000000e+02		
-7.185649430273e-01		 1.440000000000e+02		
-5.402274710579e-01		 1.400000000000e+02		
-3.618899990886e-01		 1.400000000000e+02		
-1.835525271192e-01		 1.400000000000e+02		
-1.630810410515e-03		 1.390000000000e+02		
 1.875374099494e-01		 1.370000000000e+02		
 3.803686503554e-01		 1.360000000000e+02		
 5.731998907614e-01		 1.360000000000e+02		
 7.623681111214e-01		 1.370000000000e+02		
 9.478999518168e-01		 1.380000000000e+02		
 1.119145106290e+00		 1.420000000000e+02		
 1.279936918354e+00		 1.450000000000e+02		
 1.430489464746e+00		 1.480000000000e+02		
 1.581042011138e+00		 1.480000000000e+02		
 1.714981733716e+00		 1.530000000000e+02		
 1.845664115783e+00		 1.540000000000e+02		
 1.954120616565e+00		 1.610000000000e+02		
 2.056404199435e+00		 1.630000000000e+02		
 2.137663664184e+00		 1.700000000000e+02		
 2.201580349939e+00		 1.760000000000e+02		
 2.251490517580e+00		 1.810000000000e+02		
 2.285094892427e+00		 1.870000000000e+02		
 2.300324496169e+00		 1.940000000000e+02		
 2.297830725414e+00		 2.010000000000e+02		
 2.275822282705e+00		 2.090000000000e+02		
 2.235032289209e+00		 2.170000000000e+02		
 2.178367946556e+00		 2.240000000000e+02		
 2.108486975368e+00		 2.300000000000e+02		
 2.021510321806e+00		 2.380000000000e+02		
 1.915974836766e+00		 2.470000000000e+02		
 1.798438775677e+00		 2.530000000000e+02		
 1.663425207070e+00		 2.620000000000e+02		
 1.513372910845e+00		 2.700000000000e+02		
 1.346925703208e+00		 2.790000000000e+02		
 1.175130851013e+00		 2.820000000000e+02		
 9.962936288773e-01		 2.860000000000e+02		
 8.053660076428e-01		 2.930000000000e+02		
 6.076586215155e-01		 2.970000000000e+02		
 4.065955180942e-01		 2.990000000000e+02		
 2.072074581155e-01		 2.980000000000e+02		
 7.819398136802e-03		 2.980000000000e+02		
-8.511777226918e-02		 2.940000000000e+02		
-1.441999223174e-01		 2.910000000000e+02		
-1.876273703658e-01		 2.890000000000e+02		
-2.174695486003e-01		 2.850000000000e+02		
-2.434627250977e-01		 2.830000000000e+02		
-2.629290443675e-01		 2.800000000000e+02		
-2.839585591563e-01		 2.800000000000e+02		
-2.954570924647e-01		 2.760000000000e+02		
-3.024202450045e-01		 2.710000000000e+02		
-3.125256813806e-01		 2.690000000000e+02		
-3.135967582125e-01		 2.630000000000e+02		
-3.164659524207e-01		 2.590000000000e+02		
-3.179162189770e-01		 2.550000000000e+02		
-3.240497858607e-01		 2.540000000000e+02		
-3.295466748549e-01		 2.530000000000e+02		
-3.344803601933e-01		 2.520000000000e+02		
-3.288513544305e-01		 2.460000000000e+02		
-3.281640494342e-01		 2.430000000000e+02		
-3.247337056495e-01		 2.390000000000e+02		
-3.141121913594e-01		 2.320000000000e+02		
-2.977025731908e-01		 2.230000000000e+02		
-2.932968607437e-01		 2.200000000000e+02		
-2.907162477080e-01		 2.180000000000e+02		
-2.808383530930e-01		 2.130000000000e+02		
-2.773323908063e-01		 2.110000000000e+02		
-2.735619457345e-01		 2.090000000000e+02		
-2.719498754138e-01		 2.080000000000e+02		
-2.653620443246e-01		 2.050000000000e+02		
-2.657735878678e-01		 2.050000000000e+02		
-2.588007149442e-01		 2.020000000000e+02		
-2.539810234372e-01		 2.000000000000e+02		
-2.489558555105e-01		 1.980000000000e+02		
-2.360196355590e-01		 1.930000000000e+02		
-2.329132674398e-01		 1.920000000000e+02		
-2.191529177071e-01		 1.870000000000e+02		
-2.155637197892e-01		 1.860000000000e+02		
-2.119134179344e-01		 1.850000000000e+02		
-2.027393419918e-01		 1.820000000000e+02		
-1.988056305929e-01		 1.810000000000e+02		
-1.920326967184e-01		 1.790000000000e+02		
-1.822611774991e-01		 1.760000000000e+02		
-1.779257323894e-01		 1.750000000000e+02		
-1.735429928460e-01		 1.740000000000e+02		
-1.719956365423e-01		 1.740000000000e+02		
-1.676000660607e-01		 1.730000000000e+02		
-1.543607989111e-01		 1.690000000000e+02		
-1.436509746734e-01		 1.660000000000e+02		
-1.356889721808e-01		 1.640000000000e+02		
-1.275694164977e-01		 1.620000000000e+02		
-1.224075389098e-01		 1.610000000000e+02		
-1.172065620964e-01		 1.600000000000e+02		
-1.119666277470e-01		 1.590000000000e+02		
-1.003183342957e-01		 1.560000000000e+02		
-9.160789224771e-02		 1.540000000000e+02		
-7.943789548287e-02		 1.510000000000e+02		
-7.697265399399e-02		 1.510000000000e+02		
-7.122764530937e-02		 1.500000000000e+02		
-6.878966164452e-02		 1.500000000000e+02		
-5.629095738200e-02		 1.470000000000e+02		
-4.691788946710e-02		 1.450000000000e+02		
-4.432447314349e-02		 1.450000000000e+02		
-4.177222215835e-02		 1.450000000000e+02		
-3.231529401452e-02		 1.430000000000e+02		
-2.622594817529e-02		 1.420000000000e+02		
-1.653900712669e-02		 1.400000000000e+02		
-1.387725381371e-02		 1.400000000000e+02		
-4.060275205759e-03		 1.380000000000e+02		
 5.927991761272e-03		 1.360000000000e+02		
 1.237277741588e-02		 1.350000000000e+02		
 1.514068296595e-02		 1.350000000000e+02		
 1.787014538338e-02		 1.350000000000e+02		
 2.056221790468e-02		 1.350000000000e+02		
 2.321791106758e-02		 1.350000000000e+02		
 2.955568423207e-02		 1.340000000000e+02		
 3.970934374722e-02		 1.320000000000e+02		
 5.004123204613e-02		 1.300000000000e+02		
 5.280266099544e-02		 1.300000000000e+02		
 5.552913514792e-02		 1.300000000000e+02		
